상가업소번호,상호명,지점명,상권업종대분류코드,상권업종대분류명,상권업종중분류코드,상권업종중분류명,상권업종소분류코드,상권업종소분류명,표준산업분류코드,표준산업분류명,시도코드,시도명,시군구코드,시군구명,행정동코드,행정동명,법정동코드,법정동명,PNU코드,대지구분코드,대지구분명,지번본번지,지번부번지,지번주소,도로명코드,도로명,건물본번지,건물부번지,건물관리번호,건물명,도로명주소,구우편번호,신우편번호,동정보,층정보,호정보,경도,위도
MA010120220807494290,철인7호,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,48,경상남도,48123,창원시 성산구,48123515,용지동,4812313500,용호동,4812313500100730020,1,대지,73,20,경상남도 창원시 성산구 용호동 73-20,481234781412,경상남도 창원시 성산구 용지로169번길,11,19,4812112800100730020010178,,경상남도 창원시 성산구 용지로169번길 11-19,641842,51436,,,,128.680849613429,35.2297324968299
MA010120220807468470,수일통닭,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,29,광주광역시,29155,남구,29155690,주월1동,2915510600,주월동,2915510600109410128,1,대지,941,128,광주광역시 남구 주월동 941-128,291554283395,광주광역시 남구 서문대로751번길,7,6,2915510600109410128012246,,광주광역시 남구 서문대로751번길 7-6,503835,61722,,1,,126.896815170442,35.1268165172417
MA010120220807494304,굽네치킨고산2동점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,27,대구광역시,27260,수성구,27260680,고산2동,2726011400,시지동,2726011400105770001,1,대지,577,1,대구광역시 수성구 시지동 577-1,272604854943,대구광역시 수성구 알파시티2로3길,54,,2726011400105770001000001,,대구광역시 수성구 알파시티2로3길 54,706220,42251,,1,,128.691910303504,35.8407642503733
MA010120220807494599,자담치킨,인하대점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,28,인천광역시,28177,미추홀구,28177540,용현1.4동,2817710200,용현동,2817710200100390025,1,대지,39,25,인천광역시 미추홀구 용현동 39-25,281773008011,인천광역시 미추홀구 인하로,160,,2817010200100390025006534,,인천광역시 미추홀구 인하로 160,402819,22210,,,,126.665675336401,37.4488622338074
MA010120220807494600,철길부산집,평택점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41220,평택시,41220590,신평동,4122011300,평택동,4122011300102860008,1,대지,286,8,경기도 평택시 평택동 286-8,412204364645,경기도 평택시 자유로13번길,6,,4122011300102860008015792,명칭없음,경기도 평택시 자유로13번길 6,450828,17909,,1,,127.090777740682,36.9931895459935
MA010120220807485270,다사랑치킨,계룡점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,44,충청남도,44250,계룡시,44250315,엄사면,4425031521,엄사면,4425031521101340007,1,대지,134,7,충청남도 계룡시 엄사면 엄사리 134-7,442503256008,충청남도 계룡시 엄사면 전원로,17,9,4425031521101340007004057,,충청남도 계룡시 엄사면 전원로 17-9,321931,32805,,,,127.240136235449,36.2901415034589
MA010120220807489784,대승통닭,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,46,전라남도,46790,화순군,46790350,능주면,4679035026,능주면,4679035026103400000,1,대지,340,,전라남도 화순군 능주면 관영리 340,467904673426,전라남도 화순군 능주면 죽수길,52,,4679035026103400000025534,,전라남도 화순군 능주면 죽수길 52,519811,58153,,,,126.959014998036,34.9878254522022
MA010120220807489836,푸라닭부산모라점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,26,부산광역시,26530,사상구,26530591,모라1동,2653010200,모라동,2653010200113390019,1,대지,1339,19,부산광역시 사상구 모라동 1339-19,265302006008,부산광역시 사상구 백양대로,964,1,2653010200113390019025122,,부산광역시 사상구 백양대로 964-1,617818,46927,,,,128.992642827864,35.1920803512785
MA010120220807099693,처갓집양념치킨신,천리점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41390,시흥시,41390510,대야동,4139010100,대야동,4139010100104830005,1,대지,483,5,경기도 시흥시 대야동 483-5,413904397671,경기도 시흥시 호현로49번안길,1,,4139010100104830005003903,,경기도 시흥시 호현로49번안길 1,429811,14904,,,,126.784417828788,37.4447415365499
MA010120220807099746,도날드치킨초원점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,46,전라남도,46110,목포시,46110758,신흥동,4611015800,상동,4611015800110140000,1,대지,1014,,전라남도 목포시 상동 1014,461103281026,전라남도 목포시 부흥로,32,,4611015800110140000046577,하당초원타운,전라남도 목포시 부흥로 32,530827,58692,,1,,126.425389871851,34.8011482209765
MA010120220807104474,미소치킨호프,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41370,오산시,41370543,신장1동,4137010800,수청동,4137010800105180015,1,대지,518,15,경기도 오산시 수청동 518-15,413704394144,경기도 오산시 청학로173번길,24,1,4137010800105180015013312,,경기도 오산시 청학로173번길 24-1,447290,18118,,1,,127.061247382019,37.1640153389566
MA010120220807109994,푸라닭숙명여대점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11170,용산구,11170530,남영동,1117010400,갈월동,1117010400100080071,1,대지,8,71,서울특별시 용산구 갈월동 8-71,111702005005,서울특별시 용산구 한강대로,332,,1117010400100080071023545,,서울특별시 용산구 한강대로 332,140801,04334,,1,,126.972071617553,37.5479379254857
MA010120220807114629,오늘통닭서울,시청점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11140,중구,11140520,소공동,1114016600,서소문동,1114016600101200011,1,대지,120,11,서울특별시 중구 서소문동 120-11,111404103187,서울특별시 중구 세종대로11길,27,,1114016600101200011023072,,서울특별시 중구 세종대로11길 27,100814,04513,,,,126.974318699742,37.5620480594295
MA010120220807120748,조커닭,본점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,48,경상남도,48170,진주시,48170740,가호동,4817013100,가좌동,4817013100104830001,1,대지,483,1,경상남도 진주시 가좌동 483-1,481704796017,경상남도 진주시 가좌안골길10번길,9,,4817013100104830001000001,,경상남도 진주시 가좌안골길10번길 9,660300,52827,,,,128.107013578982,35.1529269419392
MA010120220807125554,스마일푸드,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41273,안산시 단원구,41273535,호수동,4127310100,고잔동,4127310100107290007,1,대지,729,7,경기도 안산시 단원구 고잔동 729-7,412733190012,경기도 안산시 단원구 광덕4로,250,,4127310100107290007022038,씨티프라자,경기도 안산시 단원구 광덕4로 250,425809,15464,,,,126.840383954989,37.3143170991087
MA010120220807125617,바른치킨별내카페,거리점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41360,남양주시,41360570,별내동,4136011100,별내동,4136011100109490004,1,대지,949,4,경기도 남양주시 별내동 949-4,413604841517,경기도 남양주시 두물로27번길,24,5,4136011100109490004000001,,경기도 남양주시 두물로27번길 24-5,472501,12105,,1,,127.126679141104,37.6581093785682
MA010120220807125648,훌랄라참숯바베큐여주대점,,I2,음식,I210,기타 간이,I21006,치킨,I56219,기타 주점업,41,경기도,41670,여주시,41670520,중앙동,4167010800,교동,4167010800100750006,1,대지,75,6,경기도 여주시 교동 75-6,416703214032,경기도 여주시 세종로,254,10,4173025028100750006056439,,경기도 여주시 세종로 254-10,469108,12652,,,,127.636538770397,37.274986939163
MA010120220807131791,우리집닭강정,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,43,충청북도,43111,청주시 상당구,43111680,금천동,4311112000,금천동,4311112000101000023,1,대지,100,23,충청북도 청주시 상당구 금천동 100-23,431113236032,충청북도 청주시 상당구 쇠내로,100,,4311112000101000023041142,,충청북도 청주시 상당구 쇠내로 100,360800,28739,,,,127.504460681246,36.6243226936406
MA010120220807104852,네네치킨신림남부점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11620,관악구,11620725,조원동,1162010200,신림동,1162010200105420015,1,대지,542,15,서울특별시 관악구 신림동 542-15,116204160187,서울특별시 관악구 남부순환로143길,16,,1162010200105420015008270,,서울특별시 관악구 남부순환로143길 16,151876,08767,,1,,126.910872787717,37.4820532422057
MA010120220807110277,비비큐,오천점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,46,전라남도,46150,순천시,46150635,도사동,4615012600,오천동,4615012600109560002,1,대지,956,2,전라남도 순천시 오천동 956-2,461504853154,전라남도 순천시 오천7길,28,,4615012600109560002000001,,전라남도 순천시 오천7길 28,540956,57999,,1,,127.494272598296,34.9351593238305
MA010120220807114864,페리카나,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,30,대전광역시,30110,동구,30110552,판암2동,3011010700,판암동,3011010700102330000,1,대지,233,,대전광역시 동구 판암동 233,301103010007,대전광역시 동구 동부로,55,58,3011010700102330000028008,주공아파트,대전광역시 동구 동부로 55-58,300776,34664,,1,,127.458251945296,36.3242810307561
MA010120220807149020,네네치킨덕곡,율곡점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,47,경상북도,47150,김천시,47150610,지좌동,4715011600,덕곡동,4715011600111840000,1,대지,1184,,경상북도 김천시 덕곡동 1184,471502306002,경상북도 김천시 영남대로,2040,6,4715011600111840000007328,,경상북도 김천시 영남대로 2040-6,740050,39656,,,,128.150952802388,36.1168422585314
MA010120220807153491,구구옛날통닭,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,31,울산광역시,31110,중구,31110520,반구1동,3111011800,반구동,3111011800106140002,1,대지,614,2,울산광역시 중구 반구동 614-2,311104307200,울산광역시 중구 반구정4길,22,,3111011800106140002007881,,울산광역시 중구 반구정4길 22,681807,44502,,1,,129.343881655761,35.5562309764508
MA010120220807159190,방방파닭교원대점,,I2,음식,I210,기타 간이,I21006,치킨,I56111,한식 일반 음식점업,43,충청북도,43113,청주시 흥덕구,43113310,강내면,4311331031,강내면,4311331031101410015,1,대지,141,15,충청북도 청주시 흥덕구 강내면 탑연리 141-15,431134520644,충청북도 청주시 흥덕구 강내면 탑연월곡길,4,,4371039031001410015026024,,충청북도 청주시 흥덕구 강내면 탑연월곡길 4,361894,28172,,,,127.35885507815,36.6214529185766
MA010120220807160047,추억의옛날통닭,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,26,부산광역시,26350,해운대구,26350551,좌1동,2635010700,좌동,2635010700112980000,1,대지,1298,,부산광역시 해운대구 좌동 1298,263503133010,부산광역시 해운대구 세실로,126,,2635010700112980000003386,건영아파트,부산광역시 해운대구 세실로 126,612751,48077,,,,129.176857662705,35.1756251461242
MA010120220807160086,만남의광장,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,46,전라남도,46780,보성군,46780380,득량면,4678038024,득량면,4678038024109110004,1,대지,911,4,전라남도 보성군 득량면 오봉리 911-4,467803290019,전라남도 보성군 득량면 충의로,1497,,4678038024109110004123522,,전라남도 보성군 득량면 충의로 1497,546921,59437,,,,127.167009475052,34.7620518347876
MA010120220807160154,청년치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11215,광진구,11215710,화양동,1121510700,화양동,1121510700100170034,1,대지,17,34,서울특별시 광진구 화양동 17-34,112153104005,서울특별시 광진구 군자로,39,,1121510700100170034016883,,서울특별시 광진구 군자로 39,143916,05008,,1,,127.070114034694,37.5467220838127
MA010120220807094564,네네치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,46,전라남도,46150,순천시,46150610,장천동,4615011900,장천동,4615011900100550001,1,대지,55,1,전라남도 순천시 장천동 55-1,461503283025,전라남도 순천시 장명로,10,,4615011900100550001019082,,전라남도 순천시 장명로 10,540959,57956,,1,,127.48503981704,34.9509256286239
MA010120220807094669,교촌치킨,연지점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,26,부산광역시,26230,부산진구,26230540,연지동,2623010600,연지동,2623010600100400012,1,대지,40,12,부산광역시 부산진구 연지동 40-12,262303129011,부산광역시 부산진구 동평로,299,,2623010600100400009000001,,부산광역시 부산진구 동평로 299,614859,47120,,1,,129.05918580065,35.1723487866622
MA010120220807121566,호식이두마리치킨,용전점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,30,대전광역시,30110,동구,30110640,용전동,3011011500,용전동,3011011500101660007,1,대지,166,7,대전광역시 동구 용전동 166-7,301103010001,대전광역시 동구 계족로,467,,3011011500101660007002745,,대전광역시 동구 계족로 467,300825,34544,,,,127.432286514543,36.3534316371708
MA010120220807126356,케이디에스지점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11650,서초구,11650652,양재2동,1165010200,양재동,1165010200103680000,1,대지,368,,서울특별시 서초구 양재동 368,116504163150,서울특별시 서초구 동산로6길,37,,1165010200103680000003525,,서울특별시 서초구 동산로6길 37,137898,06786,,1,,127.044652340317,37.4696625065738
MA010120220807132467,지코바,시흥점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11545,금천구,11545700,시흥4동,1154510300,시흥동,1154510300108190007,1,대지,819,7,서울특별시 금천구 시흥동 819-7,115453117004,서울특별시 금천구 독산로,90,,1154510300108190007002872,,서울특별시 금천구 독산로 90,153855,08570,,1,,126.90604453349,37.4553435474057
MA010120220807132554,비비큐문경점촌점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,47,경상북도,47280,문경시,47280610,점촌5동,4728011000,모전동,4728011000108810007,1,대지,881,7,경상북도 문경시 모전동 881-7,472804736199,경상북도 문경시 매봉2길,29,1,4728011000108810007005154,,경상북도 문경시 매봉2길 29-1,745883,36983,,,,128.185207042155,36.5857589928477
MA010120220807132641,썬더치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,26,부산광역시,26290,남구,26290680,문현1동,2629010900,문현동,2629010900100950003,1,대지,95,3,부산광역시 남구 문현동 95-3,262903129046,부산광역시 남구 진남로,168,,2629010900100950003016355,문현파크,부산광역시 남구 진남로 168,608821,48423,,1,,129.079116248298,35.1417382855934
MA010120220807138805,못말리는파닭,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41194,부천시 소사구,41194510,심곡본1동,4119410200,심곡본동,4119410200105260001,1,대지,526,1,경기도 부천시 소사구 심곡본동 526-1,411944355020,경기도 부천시 소사구 경인로169번길,18,,4119710200105260001007521,,경기도 부천시 소사구 경인로169번길 18,422822,14724,,1,,126.774421173982,37.4846646395415
MA010120220807143348,숯양두마리치킨,송정점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,29,광주광역시,29200,광산구,29200565,어룡동,2920010800,소촌동,2920010800108690000,1,대지,869,,광주광역시 광산구 소촌동 869,292004289285,광주광역시 광산구 소촌로86번길,20,17,2920010800102990001000001,소촌동대성베르힐,광주광역시 광산구 소촌로86번길 20-17,506040,62387,,1,,126.79658892745,35.1503865302256
MA010120220807149099,후라이드참잘하는집,논현점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,28,인천광역시,28200,남동구,28200690,논현1동,2820011000,논현동,2820011000106110003,1,대지,611,3,인천광역시 남동구 논현동 611-3,282004259252,인천광역시 남동구 논현로170번길,5,7,2820011000106110003000001,광순빌딩,인천광역시 남동구 논현로170번길 5-7,405825,21666,,1,,126.725396319088,37.4040914925671
MA010120220807149307,깻잎두마리치킨모충점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,43,충청북도,43112,청주시 서원구,43112540,모충동,4311210300,모충동,4311210300101280006,1,대지,128,6,충청북도 청주시 서원구 모충동 128-6,431123237015,충청북도 청주시 서원구 남들로,36,,4311310300101280006019994,,충청북도 청주시 서원구 남들로 36,362806,28679,,1,,127.484351954094,36.6212882231467
MA010120220807158526,누구나홀딱반한닭,중곡점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,48,경상남도,48310,거제시,48310580,고현동,4831010900,고현동,4831010900109970014,1,대지,997,14,경상남도 거제시 고현동 997-14,483104811662,경상남도 거제시 중곡로3길,12,,4831010900109970014015101,,경상남도 거제시 중곡로3길 12,656936,53249,,,,128.629122694862,34.8940846604487
MA010120220807158728,네네치킨,교하점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41480,파주시,41480590,운정5동,4148011300,동패동,4148011300116870000,1,대지,1687,,경기도 파주시 동패동 1687,414803206084,경기도 파주시 책향기로,369,,4148025927116870000018743,숲속길마을동문굿모닝힐6단지,경기도 파주시 책향기로 369,413789,10885,,1,,126.712490415647,37.7241477202634
MA010120220807160246,깐부치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11680,강남구,11680640,역삼1동,1168010100,역삼동,1168010100106690018,1,대지,669,18,서울특별시 강남구 역삼동 669-18,116804166206,서울특별시 강남구 논현로94길,15,,1168010100106690018023127,,서울특별시 강남구 논현로94길 15,135915,06140,,1,,127.037558399382,37.5026689042858
MA010120220807172004,교촌치킨사당,1호점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11590,동작구,11590640,사당3동,1159010700,사당동,1159010700101550002,1,대지,155,2,서울특별시 동작구 사당동 155-2,115904157264,서울특별시 동작구 사당로23길,2,,1159010700101550002008231,,서울특별시 동작구 사당로23길 2,156820,07006,,1,,126.977398148409,37.4841930569027
MA010120220807161390,비비큐치킨,송림점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,28,인천광역시,28140,동구,28140605,송림3.5동,2814010700,송림동,2814010700100660018,1,대지,66,18,인천광역시 동구 송림동 66-18,281403150033,인천광역시 동구 동산로,68,1,2814010700100660018054179,,인천광역시 동구 동산로 68-1,401817,22559,,1,,126.646730346554,37.473774043468
MA010120220807139054,마더스닭강정,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,28,인천광역시,28237,부평구,28237660,부개2동,2823710700,부개동,2823710700101650015,1,대지,165,15,인천광역시 부평구 부개동 165-15,282373000019,인천광역시 부평구 부일로,60,,2823710700101650015000001,,인천광역시 부평구 부일로 60,403808,21403,,1,,126.736517798044,37.4889020087341
MA010120220807139175,지피지기숯불두마리치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,48,경상남도,48250,김해시,48250540,내외동,4825010900,외동,4825010900111850017,1,대지,1185,17,경상남도 김해시 외동 1185-17,482504805609,경상남도 김해시 우암로43번길,4,6,4825010900111850017087959,,경상남도 김해시 우암로43번길 4-6,621919,50955,,1,,128.860457605147,35.2349087897134
MA010120220807143445,오빠가만든치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11290,성북구,11290555,삼선동,1129010800,동소문동5가,1129010800101190015,1,대지,119,15,서울특별시 성북구 동소문동5가 119-15,112904121225,서울특별시 성북구 보문로38길,27,,1129010800101190015046022,,서울특별시 성북구 보문로38길 27,136035,02846,,1,,127.015410273608,37.5912690949105
MA010120220807143551,굽네치킨,서초1동점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11650,서초구,11650510,서초1동,1165010800,서초동,1165010800116470002,1,대지,1647,2,서울특별시 서초구 서초동 1647-2,116503121014,서울특별시 서초구 사임당로,105,,1165010800116470002024501,일석상가,서울특별시 서초구 사임당로 105,137880,06636,,,,127.021235553586,37.4905454170606
MA010120220807161761,땅땅치킨,동촌점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,27,대구광역시,27140,동구,27140655,동촌동,2714011000,검사동,2714011000109910026,1,대지,991,26,대구광역시 동구 검사동 991-26,271403142042,대구광역시 동구 해동로,187,,2714011000109910026023748,,대구광역시 동구 해동로 187,701862,41155,,1,,128.649477379861,35.8866454262131
MA010120220807162220,멕시카나치킨장안,답십리점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11230,동대문구,11230650,장안1동,1123010600,장안동,1123010600101630026,1,대지,163,26,서울특별시 동대문구 장안동 163-26,112304115612,서울특별시 동대문구 한천로24길,10,,1123010600101630026017074,,서울특별시 동대문구 한천로24길 10,130837,02626,,1,,127.065699056427,37.5705289636553
MA010120220807163804,교촌치킨세곡점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11680,강남구,11680700,세곡동,1168011200,자곡동,1168011200106110000,1,대지,611,,서울특별시 강남구 자곡동 611,116803122014,서울특별시 강남구 자곡로,101,,1168011200105150010000001,래미안강남힐즈,서울특별시 강남구 자곡로 101,135190,06374,,1,,127.09578588817,37.4726414949901
MA010120220807163811,신설통닭,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41480,파주시,41480510,금촌1동,4148010100,금촌동,4148010100103200010,1,대지,320,10,경기도 파주시 금촌동 320-10,414804418082,경기도 파주시 금정24길,18,,4148010100103200011033177,,경기도 파주시 금정24길 18,413011,10929,,1,,126.773715572457,37.7627163912435
MA010120220807163816,종점통닭,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,26,부산광역시,26710,기장군,26710256,정관읍,2671025621,정관읍,2671025621103900008,1,대지,390,8,부산광역시 기장군 정관읍 방곡리 390-8,267103140022,부산광역시 기장군 정관읍 방곡로,58,7,2671032021103900008000001,,부산광역시 기장군 정관읍 방곡로 58-7,619961,46019,,1,,129.190342978705,35.3261400569256
MA010120220807095040,푸라닭강서,구청점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11500,강서구,11500591,화곡6동,1150010300,화곡동,1150010300111190009,1,대지,1119,9,서울특별시 강서구 화곡동 1119-9,115004145190,서울특별시 강서구 공항대로46길,85,,1150010300111190009015917,,서울특별시 강서구 공항대로46길 85,157928,07657,,1,,126.851160686647,37.5523073616059
MA010120220807095346,꼬꼬싸롱,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,46,전라남도,46130,여수시,46130570,중앙동,4613010700,중앙동,4613010700108030000,1,대지,803,,전라남도 여수시 중앙동 803,461303282072,전라남도 여수시 중앙로,72,13,4613010700108030000030150,,전라남도 여수시 중앙로 72-13,550060,59735,,,,127.735508951704,34.739519370705
MA010120220807105504,신천불닭발,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,46,전라남도,46230,광양시,46230530,중마동,4623010600,중동,4623010600115470007,1,대지,1547,7,전라남도 광양시 중동 1547-7,462304655480,전라남도 광양시 진등길,7,,4623010600115470007000001,일부,전라남도 광양시 진등길 7,545880,57779,,1,,127.690488406207,34.9490481582462
MA010120220807105526,멕시카나문경마성점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,47,경상북도,47280,문경시,47280360,마성면,4728036027,마성면,4728036027109390001,1,대지,939,1,경상북도 문경시 마성면 외어리 939-1,472804736187,경상북도 문경시 마성면 마성길,86,,4728036027109390001025838,,경상북도 문경시 마성면 마성길 86,745861,36921,,,,128.125210914751,36.6952998944305
MA010120220807105738,가마솥그냥치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,44,충청남도,44230,논산시,44230510,취암동,4423010200,반월동,4423010200101510007,1,대지,151,7,충청남도 논산시 반월동 151-7,442303255038,충청남도 논산시 해월로,149,,4423010200101510007043473,,충청남도 논산시 해월로 149,320802,32951,,,,127.083719958719,36.2041268672422
MA010120220807111074,치퀸사계,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,26,부산광역시,26410,금정구,26410610,장전2동,2641010800,장전동,2641010800102930138,1,대지,293,138,부산광역시 금정구 장전동 293-138,264103135047,부산광역시 금정구 장전로,16,1,2641010800102930138021788,,부산광역시 금정구 장전로 16-1,609392,46292,,1,,129.086962118057,35.2280690311886
MA010120220807115793,흥부네닭강정,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11530,구로구,11530770,오류1동,1153010800,오류동,1153010800100500003,1,대지,50,3,서울특별시 구로구 오류동 50-3,115303000028,서울특별시 구로구 경인로,202,1,1153010800100500003000001,,서울특별시 구로구 경인로 202-1,152894,08271,,1,,126.843380026641,37.4956423178889
MA010120220807115818,"굽네치킨일원1,2동점",,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11680,강남구,11680730,일원1동,1168011400,일원동,1168011400106520007,1,대지,652,7,서울특별시 강남구 일원동 652-7,116804166709,서울특별시 강남구 일원로9길,63,,1168011400106520007002565,,서울특별시 강남구 일원로9길 63,135945,06342,,1,,127.08668404248,37.4909570181693
MA010120220807122077,스모프치킨,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,52,전북특별자치도,52190,남원시,52190470,인월면,5219047022,인월면,5219047022102160000,1,대지,216,,전북특별자치도 남원시 인월면 인월리 216,521903271032,전북특별자치도 남원시 인월면 인월로,78,,4519047022102160000043682,,전북특별자치도 남원시 인월면 인월로 78,590843,55715,,,,127.603876165062,35.4611800019164
MA010120220807122131,치킨처럼문산선유점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,41,경기도,41480,파주시,41480250,문산읍,4148025023,문산읍,4148025023104330010,1,대지,433,10,경기도 파주시 문산읍 선유리 433-10,414803206042,경기도 파주시 문산읍 사임당로,119,1,4148025023104330011014295,,경기도 파주시 문산읍 사임당로 119-1,413902,10812,,1,,126.804733897583,37.8654448942686
MA010120220807122141,오븐마루봉천청룡점,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,11,서울특별시,11620,관악구,11620595,청룡동,1162010100,봉천동,1162010100115660003,1,대지,1566,3,서울특별시 관악구 봉천동 1566-3,116203120008,서울특별시 관악구 쑥고개로,97,,1162010100115660003034459,,서울특별시 관악구 쑥고개로 97,151846,08786,,1,,126.947484360001,37.4793090898999
MA010120220807122167,춘향이네닭발,,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,48,경상남도,48330,양산시,48330570,덕계동,4833012000,덕계동,4833012000103620000,1,대지,362,,경상남도 양산시 덕계동 362,483302000011,경상남도 양산시 웅상대로,866,,4833012000103620000023656,대승하이아트1차,경상남도 양산시 웅상대로 866,626712,50538,,,,129.157728281321,35.375666512017
MA010120220807133028,호식이두마리치킨용일,사거리점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,28,인천광역시,28177,미추홀구,28177540,용현1.4동,2817710200,용현동,2817710200100040011,1,대지,4,11,인천광역시 미추홀구 용현동 4-11,281774253581,인천광역시 미추홀구 인하로163번길,49,28,2817010200100040011000001,,인천광역시 미추홀구 인하로163번길 49-28,402818,22209,,1,,126.665798643581,37.4516286823237
MA010120220807143629,2피자1치킨상회,옥계점,I2,음식,I210,기타 간이,I21006,치킨,I56192,"피자, 햄버거, 샌드위치 및 유사 음식점업",47,경상북도,47190,구미시,47190690,양포동,4719012800,옥계동,4719012800107540003,1,대지,754,3,경상북도 구미시 옥계동 754-3,471903308046,경상북도 구미시 옥계남로,49,1,4719012800107540003036190,,경상북도 구미시 옥계남로 49-1,730824,39190,,1,,128.422579658453,36.1350648550549
MA010120220807165191,처갓집양념치킨동,구청점,I2,음식,I210,기타 간이,I21006,치킨,I56193,치킨 전문점,26,부산광역시,26170,동구,26170570,수정2동,2617010200,수정동,2617010200108420012,1,대지,842,12,부산광역시 동구 수정동 842-12,261703127025,부산광역시 동구 수정로,18,,2617010200108420012013666,,부산광역시 동구 수정로 18,601818,48782,,,,129.04516734581,35.1279426165375
